vsearch v2.22.1_linux_x86_64, 503.7GB RAM, 128 cores
vsearch -fastq_stats trimmed/trimmed.fastq -log stats/stats_results.txt
Started  Wed Apr 16 12:49:55 2025

Read length distribution
      L           N      Pct   AccPct
  241  91206898  87474920  84800942  75280611   89.44%   85.78%   83.16%   73.83%
  240  91217401  87494628  84821291  75319642   89.46%   85.80%   83.18%   73.86%
  239  91227235  87511370  84845007  75342259   89.46%   85.82%   83.21%   73.89%
  238  91237537  87530334  84871842  75365517   89.47%   85.84%   83.23%   73.91%
  237  91246303  87544353  84886759  75402668   89.48%   85.85%   83.25%   73.95%
  236  91254907  87560841  84902834  75504992   89.49%   85.87%   83.26%   74.05%
  235  91265170  87581239  84921644  75660320   89.50%   85.89%   83.28%   74.20%
  234  91274025  87595653  84934704  75709151   89.51%   85.90%   83.29%   74.25%
  233  91286796  87619539  84956836  75749405   89.52%   85.93%   83.32%   74.29%
  232  91297366  87638077  84973182  75797288   89.53%   85.94%   83.33%   74.33%
  231  91309485  87663993  84997069  75898695   89.55%   85.97%   83.35%   74.43%
  230  91318496  87684234  85016102  76142271   89.55%   85.99%   83.37%   74.67%
  229  91326228  87698537  85029355  76319267   89.56%   86.00%   83.39%   74.84%
  228  91332943  87711862  85041957  76392661   89.57%   86.02%   83.40%   74.92%
  227  91341363  87728132  85057309  76419755   89.58%   86.03%   83.41%   74.94%
  226  91349169  87746796  85078028  76444980   89.58%   86.05%   83.43%   74.97%
  225  91356202  87759440  85092748  76461085   89.59%   86.06%   83.45%   74.98%
  224  91364356  87775034  85107553  76481532   89.60%   86.08%   83.46%   75.00%
  223  91371220  87788901  85121447  76503806   89.61%   86.09%   83.48%   75.03%
  222  91378297  87803817  85136439  76530149   89.61%   86.11%   83.49%   75.05%
  221  91387291  87825087  85158562  76566548   89.62%   86.13%   83.51%   75.09%
  220  91393600  87837602  85174794  76584749   89.63%   86.14%   83.53%   75.11%
  219  91401864  87858244  85199046  76610905   89.64%   86.16%   83.55%   75.13%
  218  91412737  87893435  85233524  76665775   89.65%   86.20%   83.59%   75.18%
  217  91420966  87912211  85251805  76736589   89.65%   86.21%   83.60%   75.25%
  216  91428827  87928885  85267728  76788556   89.66%   86.23%   83.62%   75.31%
  215  91438155  87950724  85288213  76834370   89.67%   86.25%   83.64%   75.35%
  214  91447952  87970474  85305106  76864795   89.68%   86.27%   83.66%   75.38%
  213  91456323  87986863  85318376  76891922   89.69%   86.29%   83.67%   75.41%
  212  91465470  88006052  85335226  76934755   89.70%   86.31%   83.69%   75.45%
  211  91472360  88019479  85347349  77008082   89.71%   86.32%   83.70%   75.52%
  210  91481304  88040731  85366664  77081384   89.71%   86.34%   83.72%   75.59%
  209  91492290  88070678  85394125  77125303   89.72%   86.37%   83.74%   75.64%
  208  91500462  88088574  85410473  77149863   89.73%   86.39%   83.76%   75.66%
  207  91508077  88104515  85426497  77171257   89.74%   86.40%   83.78%   75.68%
  206  91517443  88123897  85445510  77194695   89.75%   86.42%   83.79%   75.70%
  205  91526785  88141157  85460786  77215020   89.76%   86.44%   83.81%   75.72%
  204  91535411  88161651  85479911  77241797   89.77%   86.46%   83.83%   75.75%
  203  91542907  88175320  85492588  77261558   89.77%   86.47%   83.84%   75.77%
  202  91551920  88190906  85506526  77282222   89.78%   86.49%   83.85%   75.79%
  201  91561466  88211124  85525688  77306535   89.79%   86.51%   83.87%   75.81%
  200  91569305  88225057  85539384  77323483   89.80%   86.52%   83.89%   75.83%
  199  91578370  88243114  85556157  77349319   89.81%   86.54%   83.90%   75.85%
  198  91586498  88261382  85573071  77385838   89.82%   86.56%   83.92%   75.89%
  197  91594242  88276623  85587837  77415347   89.82%   86.57%   83.93%   75.92%
  196  91605614  88298379  85613668  77444055   89.84%   86.59%   83.96%   75.95%
  195  91614015  88314572  85633106  77462369   89.84%   86.61%   83.98%   75.97%
  194  91621643  88333474  85651307  77487088   89.85%   86.63%   84.00%   75.99%
  193  91631086  88359556  85675297  77521540   89.86%   86.65%   84.02%   76.02%
  192  91639415  88376363  85691835  77553720   89.87%   86.67%   84.04%   76.06%
  191  91646940  88390123  85708942  77582589   89.88%   86.68%   84.05%   76.08%
  190  91655881  88405635  85733290  77604717   89.89%   86.70%   84.08%   76.11%
  189  91664854  88425104  85764266  77631787   89.89%   86.72%   84.11%   76.13%
  188  91674847  88449609  85789709  77680406   89.90%   86.74%   84.13%   76.18%
  187  91682757  88469208  85808712  77819240   89.91%   86.76%   84.15%   76.32%
  186  91693017  88523012  85861232  77956487   89.92%   86.81%   84.20%   76.45%
  185  91702442  88548725  85885847  78006477   89.93%   86.84%   84.23%   76.50%
  184  91713047  88584518  85919656  78060155   89.94%   86.87%   84.26%   76.55%
  183  91722678  88620614  85953774  78121938   89.95%   86.91%   84.29%   76.61%
  182  91733519  88651990  85982864  78216333   89.96%   86.94%   84.32%   76.71%
  181  91776929  88712125  86039966  78466337   90.00%   87.00%   84.38%   76.95%
  180  91825532  88788932  86113358  78725806   90.05%   87.07%   84.45%   77.20%
  179  91871305  88867104  86188333  78836181   90.10%   87.15%   84.52%   77.31%
  178  91917846  88923314  86243610  78907339   90.14%   87.21%   84.58%   77.38%
  177  91966897  88987909  86308004  78983221   90.19%   87.27%   84.64%   77.46%
  176  92014559  89045183  86364481  79049012   90.24%   87.32%   84.70%   77.52%
  175  92032857  89081636  86398559  79092900   90.25%   87.36%   84.73%   77.56%
  174  92047311  89122012  86437020  79140872   90.27%   87.40%   84.77%   77.61%
  173  92060026  89170607  86485012  79203163   90.28%   87.45%   84.81%   77.67%
  172  92072316  89211041  86524227  79257448   90.29%   87.49%   84.85%   77.73%
  171  92082966  89239252  86553071  79292199   90.30%   87.52%   84.88%   77.76%
  170  92091427  89266456  86580094  79333067   90.31%   87.54%   84.91%   77.80%
  169  92100873  89288970  86599920  79369438   90.32%   87.56%   84.93%   77.84%
  168  92112938  89331944  86639314  79450367   90.33%   87.61%   84.97%   77.92%
  167  92122432  89362662  86667263  79506758   90.34%   87.64%   84.99%   77.97%
  166  92130839  89385105  86686501  79539612   90.35%   87.66%   85.01%   78.00%
  165  92140744  89422927  86718035  79582129   90.36%   87.70%   85.04%   78.04%
  164  92149353  89446016  86736259  79611321   90.37%   87.72%   85.06%   78.07%
  163  92160459  89473087  86759184  79650154   90.38%   87.74%   85.08%   78.11%
  162  92173400  89502219  86783717  79704526   90.39%   87.77%   85.11%   78.16%
  161  92186608  89531358  86807796  79743555   90.41%   87.80%   85.13%   78.20%
  160  92199494  89571390  86843948  79793304   90.42%   87.84%   85.17%   78.25%
  159  92209811  89605885  86876044  79839161   90.43%   87.87%   85.20%   78.30%
  158  92221974  89660256  86928417  79913402   90.44%   87.93%   85.25%   78.37%
  157  92237775  89707299  86972951  79975584   90.46%   87.97%   85.29%   78.43%
  156  92255013  89742466  87006697  80028747   90.47%   88.01%   85.33%   78.48%
  155  92273891  89792178  87053777  80093925   90.49%   88.06%   85.37%   78.55%
  154  92287281  89827208  87086183  80136079   90.50%   88.09%   85.40%   78.59%
  153  92311669  89871667  87131450  80198296   90.53%   88.14%   85.45%   78.65%
  152  92343074  89920986  87184140  80281115   90.56%   88.18%   85.50%   78.73%
  151  92375267  89978225  87247281  80381394   90.59%   88.24%   85.56%   78.83%
  150  92402115  90021961  87291823  80443673   90.62%   88.28%   85.61%   78.89%
  149  92427769  90061175  87329579  80492935   90.64%   88.32%   85.64%   78.94%
  148  92453131  90170928  87442599  80618208   90.67%   88.43%   85.75%   79.06%
  147  92468485  90203694  87489418  80681411   90.68%   88.46%   85.80%   79.12%
  146  92481418  90227915  87524948  80734146   90.69%   88.48%   85.83%   79.17%
  145  92494137  90266385  87566844  80801066   90.71%   88.52%   85.88%   79.24%
  144  92507540  90303922  87656607  80864913   90.72%   88.56%   85.96%   79.30%
  143  92521425  90329996  87681558  80900536   90.73%   88.58%   85.99%   79.34%
  142  92534776  90354958  87705592  80931855   90.75%   88.61%   86.01%   79.37%
  141  92552170  90383421  87732872  80968658   90.76%   88.64%   86.04%   79.40%
  140  92567927  90412136  87761440  81008894   90.78%   88.67%   86.07%   79.44%
  139  92583805  90436278  87785425  81083992   90.80%   88.69%   86.09%   79.52%
  138  92602392  90469898  87818641  81240266   90.81%   88.72%   86.12%   79.67%
  137  92620735  90500755  87851639  81774083   90.83%   88.75%   86.15%   80.19%
  136  92643473  90540607  87894591  81843902   90.85%   88.79%   86.20%   80.26%
  135  92664457  90579398  87941695  81934901   90.87%   88.83%   86.24%   80.35%
  134  92685871  90620033  87988652  82020694   90.90%   88.87%   86.29%   80.44%
  133  92707045  90664748  88035299  82107033   90.92%   88.91%   86.33%   80.52%
  132  92734473  90702186  88079275  82190569   90.94%   88.95%   86.38%   80.60%
  131  92755029  90733789  88117026  82256517   90.96%   88.98%   86.41%   80.67%
  130  92775737  90766023  88155928  82323992   90.98%   89.01%   86.45%   80.73%
  129  92798464  90802286  88201088  82395371   91.01%   89.05%   86.50%   80.80%
  128  92816693  90826733  88229799  82435740   91.02%   89.07%   86.53%   80.84%
  127  92836843  90854449  88260610  82478606   91.04%   89.10%   86.56%   80.89%
  126  92858271  90884673  88295024  82531726   91.06%   89.13%   86.59%   80.94%
  125  92879639  90917319  88337711  82619688   91.09%   89.16%   86.63%   81.02%
  124  92901677  90974302  88376160  82678375   91.11%   89.22%   86.67%   81.08%
  123  92922025  91001036  88405916  82721576   91.13%   89.24%   86.70%   81.12%
  122  92939824  91024589  88431003  82759970   91.14%   89.27%   86.72%   81.16%
  121  92964187  91065316  88485099  82879029   91.17%   89.31%   86.78%   81.28%
  120  92984236  91095220  88520941  82938495   91.19%   89.34%   86.81%   81.34%
  119  93004768  91126873  88557603  82998527   91.21%   89.37%   86.85%   81.40%
  118  93023798  91156579  88591013  83045848   91.23%   89.40%   86.88%   81.44%
  117  93043866  91188132  88627624  83101836   91.25%   89.43%   86.92%   81.50%
  116  93064563  91222202  88669434  83183196   91.27%   89.46%   86.96%   81.58%
  115  93085983  91259055  88713678  83259628   91.29%   89.50%   87.00%   81.65%
  114  93106917  91297094  88765995  83417326   91.31%   89.53%   87.05%   81.81%
  113  93126754  91332546  88810544  83494793   91.33%   89.57%   87.09%   81.88%
  112  93146485  91367313  88851842  83557454   91.35%   89.60%   87.14%   81.94%
  111  93164139  91397324  88886186  83606131   91.36%   89.63%   87.17%   81.99%
  110  93185122  91437343  88934481  83677847   91.38%   89.67%   87.22%   82.06%
  109  93203810  91473837  88980944  83753774   91.40%   89.71%   87.26%   82.14%
  108  93225129  91514750  89033658  83837197   91.42%   89.75%   87.31%   82.22%
  107  93243817  91552016  89083300  83907353   91.44%   89.78%   87.36%   82.29%
  106  93259441  91581126  89119034  83958323   91.46%   89.81%   87.40%   82.34%
  105  93275874  91614114  89215639  84038250   91.47%   89.84%   87.49%   82.41%
  104  93296078  91654698  89269885  84120163   91.49%   89.88%   87.55%   82.49%
  103  93312323  91685479  89308232  84175876   91.51%   89.91%   87.58%   82.55%
  102  93330942  91719180  89350718  84239954   91.53%   89.95%   87.62%   82.61%
  101  93349422  91757225  89401699  84322682   91.55%   89.98%   87.67%   82.69%
  100  93366876  91794498  89453594  84416129   91.56%   90.02%   87.73%   82.79%
   99  93384251  91830981  89505890  84496808   91.58%   90.06%   87.78%   82.86%
   98  93401427  91863770  89546797  84881969   91.60%   90.09%   87.82%   83.24%
   97  93416643  91895355  89588000  84937268   91.61%   90.12%   87.86%   83.30%
   96  93432398  91927527  89628627  84990813   91.63%   90.15%   87.90%   83.35%
   95  93448527  91959463  89668322  85044476   91.64%   90.18%   87.94%   83.40%
   94  93462490  91990461  89706430  85097578   91.66%   90.21%   87.97%   83.45%
   93  93481328  92015699  89734891  85136513   91.68%   90.24%   88.00%   83.49%
   92  93495638  92038548  89759202  85170445   91.69%   90.26%   88.03%   83.52%
   91  93506092  92060499  89787240  85211658   91.70%   90.28%   88.05%   83.57%
   90  93520617  92086460  89817922  85258358   91.71%   90.31%   88.08%   83.61%
   89  93537678  92111363  89843769  85291559   91.73%   90.33%   88.11%   83.64%
   88  93605164  92189424  89924284  85377718   91.80%   90.41%   88.19%   83.73%
   87  94303755  92891121  90615710  86040103   92.48%   91.10%   88.87%   84.38%
   86  94748336  93351009  91085751  86513614   92.92%   91.55%   89.33%   84.84%
   85  95533138  94171202  91899858  87383296   93.69%   92.35%   90.12%   85.70%
   84  96122834  94775824  92520266  88022613   94.27%   92.94%   90.73%   86.32%
   83  96717844  95392118  93160085  88692281   94.85%   93.55%   91.36%   86.98%
   82  97289394  95968983  93739909  89271901   95.41%   94.11%   91.93%   87.55%
   81  97306830  95993322  93770233  89309562   95.43%   94.14%   91.96%   87.58%
   80  97344729  96041441  93828211  89383374   95.46%   94.19%   92.02%   87.66%
   79  97380151  96086763  93883438  89450755   95.50%   94.23%   92.07%   87.72%
   78  97412288  96135618  93961655  89621278   95.53%   94.28%   92.15%   87.89%
   77  97446391  96184062  94028934  89718147   95.56%   94.33%   92.21%   87.98%
   76  97478638  96227439  94083907  89787472   95.60%   94.37%   92.27%   88.05%
   75  97516070  96280794  94153186  89875471   95.63%   94.42%   92.33%   88.14%
   74  97541981  96332617  94223792  89965419   95.66%   94.47%   92.40%   88.23%
   73  97565854  96384118  94305380  90078546   95.68%   94.52%   92.48%   88.34%
   72  97586597  96431311  94383004  90174839   95.70%   94.57%   92.56%   88.43%
   71  97598107  96448702  94402287  90194388   95.71%   94.59%   92.58%   88.45%
   70  97614555  96475468  94435728  90229740   95.73%   94.61%   92.61%   88.49%
   69  97622292  96489063  94453893  90252491   95.74%   94.62%   92.63%   88.51%
   68  97631985  96506269  94477657  90281918   95.75%   94.64%   92.65%   88.54%
   67  97648010  96532647  94512193  90324749   95.76%   94.67%   92.69%   88.58%
   66  97662839  96554440  94562325  90354465   95.78%   94.69%   92.74%   88.61%
   65  97679022  96581843  94593947  90392711   95.79%   94.72%   92.77%   88.65%
   64  97697298  96631204  94697708  90655571   95.81%   94.76%   92.87%   88.90%
   63  97706069  96649580  94728046  90707679   95.82%   94.78%   92.90%   88.96%
   62  97716592  96671000  94760405  90772607   95.83%   94.80%   92.93%   89.02%
   61  97729954  96704556  94823203  90904202   95.84%   94.84%   92.99%   89.15%
   60  97738815  96723967  94852440  90948867   95.85%   94.86%   93.02%   89.19%
   59  97756543  96758379  94897770  91117454   95.87%   94.89%   93.06%   89.36%
   58  97777983  96798641  94953115  91173989   95.89%   94.93%   93.12%   89.41%
   57  97842648  96885514  95068222  91301055   95.95%   95.01%   93.23%   89.54%
   56  98495540  97555597  95757240  91969855   96.59%   95.67%   93.91%   90.19%
   55  98916471  97995088  96215579  92431906   97.01%   96.10%   94.36%   90.65%
   54  99637459  98717289  96941520  93159505   97.71%   96.81%   95.07%   91.36%
   53  100191115  99292911  97542227  93774430   98.26%   97.37%   95.66%   91.96%
   52  100748374  99873912  98142568  94392005   98.80%   97.94%   96.25%   92.57%
   51  101282205  100420233  98705502  94982291   99.33%   98.48%   96.80%   93.15%
   50  101303894  100468012  98781356  95105772   99.35%   98.53%   96.87%   93.27%
   49  101324562  100520091  98876610  95275542   99.37%   98.58%   96.97%   93.43%
   48  101345386  100573091  98981040  95519376   99.39%   98.63%   97.07%   93.67%
   47  101354138  100593623  99010865  95569545   99.40%   98.65%   97.10%   93.72%
   46  101371320  100664704  99136003  95856318   99.41%   98.72%   97.22%   94.00%
   45  101382827  100694843  99184239  95950990   99.42%   98.75%   97.27%   94.10%
   44  101396938  100746791  99304834  96224903   99.44%   98.80%   97.39%   94.37%
   43  101407488  100782698  99377262  96428122   99.45%   98.84%   97.46%   94.57%
   42  101418369  100815818  99441568  96583948   99.46%   98.87%   97.52%   94.72%
   41  101431177  100857860  99511504  96692132   99.47%   98.91%   97.59%   94.82%
   40  101440685  100883051  99551255  96751232   99.48%   98.93%   97.63%   94.88%
   39  101453540  100928459  99634839  96858239   99.49%   98.98%   97.71%   94.99%
   38  101467524  100972855  99724268  97001878   99.51%   99.02%   97.80%   95.13%
   37  101478896  100997120  99763071  97072071   99.52%   99.05%   97.84%   95.20%
   36  101495152  101039828  99819289  97138488   99.53%   99.09%   97.89%   95.26%
   35  101511975  101087477  99902598  97245289   99.55%   99.13%   97.97%   95.37%
   34  101534854  101127963  99964052  97326183   99.57%   99.17%   98.03%   95.45%
   33  101565269  101178821  100035957  97416890   99.60%   99.22%   98.10%   95.53%
   32  101629374  101268600  100181665  97707602   99.67%   99.31%   98.25%   95.82%
   31  101693621  101368864  100342553  97928584   99.73%   99.41%   98.40%   96.04%
   30  101753328  101458111  100452727  98053057   99.79%   99.50%   98.51%   96.16%
   29  101810852  101529160  100533093  98142762   99.84%   99.57%   98.59%   96.25%
   28  101861892  101601395  100649129  98344138   99.89%   99.64%   98.70%   96.44%
   27  101902149  101655992  100727136  98445245   99.93%   99.69%   98.78%   96.54%
   26  101908830  101688798  100800673  98560534   99.94%   99.72%   98.85%   96.66%
   25  101910819  101717249  100874127  98668010   99.94%   99.75%   98.93%   96.76%
   24  101913290  101738857  100928092  98746633   99.94%   99.77%   98.98%   96.84%
   23  101913964  101751566  100964683  98810405   99.94%   99.79%   99.01%   96.90%
   22  101914443  101772953  101037012  98939146   99.95%   99.81%   99.08%   97.03%
   21  101915516  101783446  101072553  99012572   99.95%   99.82%   99.12%   97.10%
   20  101925931  101808700  101137910  99144194   99.96%   99.84%   99.18%   97.23%
   19  101932326  101830391  101196373  99238215   99.96%   99.86%   99.24%   97.32%
   18  101943888  101855401  101258419  99327491   99.97%   99.89%   99.30%   97.41%
   17  101952514  101871503  101295509  99375016   99.98%   99.90%   99.34%   97.46%
   16  101960955  101889977  101383057  99544450   99.99%   99.92%   99.42%   97.62%
   15  101969354  101908137  101488560  99789132  100.00%   99.94%   99.53%   97.86%
   14  101969533  101914480  101537467  99945375  100.00%   99.95%   99.58%   98.01%
   13  101969694  101921826  101614866  100150764  100.00%   99.95%   99.65%   98.22%
   12  101969813  101926581  101668808  100337685  100.00%   99.96%   99.70%   98.40%
   11  101969846  101930173  101730015  100527336  100.00%   99.96%   99.76%   98.59%
   10  101969872  101932376  101766774  100613997  100.00%   99.96%   99.80%   98.67%
    9  101969891  101933830  101806286  100735305  100.00%   99.96%   99.84%   98.79%
    8  101969925  101934749  101845159  100931782  100.00%   99.97%   99.88%   98.98%
    7  101969952  101935898  101868399  101054159  100.00%   99.97%   99.90%   99.10%
    6  101969987  101943253  101912414  101332144  100.00%   99.97%   99.94%   99.37%
    5  101970022  101948075  101937784  101558778  100.00%   99.98%   99.97%   99.60%
    4  101970031  101955507  101953664  101703481  100.00%   99.99%   99.98%   99.74%
    3  101970047  101959207  101959207  101828512  100.00%   99.99%   99.99%   99.86%
    2  101970048  101963043  101963043  101940407  100.00%   99.99%   99.99%   99.97%
    1  101970051  101967074  101967074  101967074  100.00%  100.00%  100.00%  100.00%

Truncate at first Q
  Len     Q=5    Q=10    Q=15    Q=20
-----  ------  ------  ------  ------
  565    0.0%    0.0%    0.0%    0.0%
  564    0.0%    0.0%    0.0%    0.0%
  563    0.0%    0.0%    0.0%    0.0%
  562    0.0%    0.0%    0.0%    0.0%
  561    0.0%    0.0%    0.0%    0.0%
  560    0.0%    0.0%    0.0%    0.0%
  559    0.0%    0.0%    0.0%    0.0%
  558    0.0%    0.0%    0.0%    0.0%
  557    0.0%    0.0%    0.0%    0.0%
  556    0.0%    0.0%    0.0%    0.0%
  555    0.0%    0.0%    0.0%    0.0%
  554    0.0%    0.0%    0.0%    0.0%
  553    0.0%    0.0%    0.0%    0.0%
  552    0.0%    0.0%    0.0%    0.0%
  551    0.0%    0.0%    0.0%    0.0%
  550    0.0%    0.0%    0.0%    0.0%
  549    0.0%    0.0%    0.0%    0.0%
  548    0.0%    0.0%    0.0%    0.0%
  547    0.0%    0.0%    0.0%    0.0%
  546    0.0%    0.0%    0.0%    0.0%
  545    0.0%    0.0%    0.0%    0.0%
  544    0.0%    0.0%    0.0%    0.0%
  543    0.0%    0.0%    0.0%    0.0%
  542    0.0%    0.0%    0.0%    0.0%
  541    0.0%    0.0%    0.0%    0.0%
  540    0.0%    0.0%    0.0%    0.0%
  539    0.0%    0.0%    0.0%    0.0%
  538    0.0%    0.0%    0.0%    0.0%
  537    0.0%    0.0%    0.0%    0.0%
  536    0.0%    0.0%    0.0%    0.0%
  535    0.0%    0.0%    0.0%    0.0%
  534    0.0%    0.0%    0.0%    0.0%
  533    0.0%    0.0%    0.0%    0.0%
  532    0.0%    0.0%    0.0%    0.0%
  531    0.0%    0.0%    0.0%    0.0%
  530    0.0%    0.0%    0.0%    0.0%
  529    0.0%    0.0%    0.0%    0.0%
  528    0.0%    0.0%    0.0%    0.0%
  527    0.0%    0.0%    0.0%    0.0%
  526    0.0%    0.0%    0.0%    0.0%
  525    0.0%    0.0%    0.0%    0.0%
  524    0.0%    0.0%    0.0%    0.0%
  523    0.0%    0.0%    0.0%    0.0%
  522    0.0%    0.0%    0.0%    0.0%
  521    0.0%    0.0%    0.0%    0.0%
  520    0.0%    0.0%    0.0%    0.0%
  519    0.0%    0.0%    0.0%    0.0%
  518    0.0%    0.0%    0.0%    0.0%
  517    0.0%    0.0%    0.0%    0.0%
  516    0.0%    0.0%    0.0%    0.0%
  515    0.0%    0.0%    0.0%    0.0%
  514    0.0%    0.0%    0.0%    0.0%
  513    0.0%    0.0%    0.0%    0.0%
  512    0.0%    0.0%    0.0%    0.0%
  511    0.0%    0.0%    0.0%    0.0%
  510    0.0%    0.0%    0.0%    0.0%
  509    0.0%    0.0%    0.0%    0.0%
  508    0.0%    0.0%    0.0%    0.0%
  507    0.0%    0.0%    0.0%    0.0%
  506    0.0%    0.0%    0.0%    0.0%
  505    0.0%    0.0%    0.0%    0.0%
  504    0.0%    0.0%    0.0%    0.0%
  503    0.0%    0.0%    0.0%    0.0%
  502    0.0%    0.0%    0.0%    0.0%
  501    0.0%    0.0%    0.0%    0.0%
  500    0.0%    0.0%    0.0%    0.0%
  499    0.0%    0.0%    0.0%    0.0%
  498    0.0%    0.0%    0.0%    0.0%
  497    0.0%    0.0%    0.0%    0.0%
  496    0.0%    0.0%    0.0%    0.0%
  495    0.0%    0.0%    0.0%    0.0%
  494    0.0%    0.0%    0.0%    0.0%
  493    0.0%    0.0%    0.0%    0.0%
  492    0.0%    0.0%    0.0%    0.0%
  491    0.0%    0.0%    0.0%    0.0%
  490    0.0%    0.0%    0.0%    0.0%
  489    0.0%    0.0%    0.0%    0.0%
  488    0.0%    0.0%    0.0%    0.0%
  487    0.0%    0.0%    0.0%    0.0%
  486    0.0%    0.0%    0.0%    0.0%
  485    0.0%    0.0%    0.0%    0.0%
  484    0.0%    0.0%    0.0%    0.0%
  483    0.0%    0.0%    0.0%    0.0%
  482    0.0%    0.0%    0.0%    0.0%
  481    0.0%    0.0%    0.0%    0.0%
  480    0.0%    0.0%    0.0%    0.0%
  479    0.0%    0.0%    0.0%    0.0%
  478    0.0%    0.0%    0.0%    0.0%
  477    0.0%    0.0%    0.0%    0.0%
  476    0.1%    0.1%    0.0%    0.0%
  475    0.1%    0.1%    0.0%    0.0%
  474    0.1%    0.1%    0.0%    0.0%
  473    0.1%    0.1%    0.0%    0.0%
  472    0.1%    0.1%    0.0%    0.0%
  471    0.1%    0.1%    0.0%    0.0%
  470    0.1%    0.1%    0.0%    0.0%
  469    0.1%    0.1%    0.0%    0.0%
  468    0.1%    0.1%    0.0%    0.0%
  467    0.2%    0.2%    0.0%    0.0%
  466    0.2%    0.2%    0.0%    0.0%
  465    0.2%    0.2%    0.0%    0.0%
  464    0.2%    0.2%    0.0%    0.0%
  463    0.2%    0.2%    0.0%    0.0%
  462    0.3%    0.3%    0.0%    0.0%
  461    1.3%    1.3%    0.3%    0.3%
  460    5.0%    5.0%    1.2%    1.2%
  459    9.8%    9.8%    2.3%    2.2%
  458   14.9%   14.9%    2.9%    2.8%
  457   20.3%   20.3%    3.5%    3.4%
  456   25.9%   25.9%    4.2%    4.1%
  455   31.2%   31.2%    4.9%    4.7%
  454   34.1%   34.1%    5.4%    5.2%
  453   35.7%   35.7%    5.7%    5.5%
  452   37.5%   37.5%    6.0%    5.9%
  451   39.1%   39.1%    6.4%    6.2%
  450   40.5%   40.5%    6.6%    6.4%
  449   41.5%   41.5%    6.8%    6.6%
  448   42.2%   42.2%    6.9%    6.7%
  447   42.7%   42.7%    7.0%    6.8%
  446   43.0%   43.0%    7.0%    6.8%
  445   43.2%   43.2%    7.1%    6.8%
  444   43.4%   43.4%    7.1%    6.9%
  443   43.6%   43.6%    7.1%    6.9%
  442   43.7%   43.7%    7.2%    6.9%
  441   43.9%   43.9%    7.2%    7.0%
  440   44.7%   44.7%    7.4%    7.2%
  439   45.5%   45.5%    7.7%    7.4%
  438   46.4%   46.4%    7.8%    7.6%
  437   48.8%   48.8%    8.4%    8.2%
  436   51.7%   51.7%    9.2%    8.9%
  435   56.9%   56.9%   10.6%   10.2%
  434   62.0%   62.0%   11.9%   11.6%
  433   67.0%   67.0%   12.7%   12.3%
  432   72.0%   72.0%   13.4%   13.0%
  431   75.7%   75.7%   14.0%   13.6%
  430   78.7%   78.7%   14.5%   14.0%
  429   79.3%   79.3%   14.6%   14.1%
  428   79.5%   79.5%   14.7%   14.2%
  427   79.7%   79.7%   14.7%   14.2%
  426   79.7%   79.7%   14.8%   14.3%
  425   79.7%   79.7%   14.8%   14.3%
  424   79.7%   79.7%   14.8%   14.3%
  423   79.7%   79.7%   14.8%   14.3%
  422   79.7%   79.7%   14.8%   14.3%
  421   79.7%   79.7%   14.9%   14.4%
  420   79.7%   79.7%   15.0%   14.5%
  419   79.7%   79.7%   15.1%   14.6%
  418   79.7%   79.7%   15.3%   14.8%
  417   79.8%   79.8%   15.5%   15.0%
  416   79.8%   79.8%   15.9%   15.4%
  415   79.8%   79.8%   16.2%   15.7%
  414   79.8%   79.8%   16.3%   15.8%
  413   79.8%   79.8%   16.4%   15.9%
  412   79.8%   79.8%   16.5%   16.0%
  411   79.8%   79.8%   16.6%   16.1%
  410   79.8%   79.8%   16.8%   16.2%
  409   79.8%   79.8%   16.8%   16.3%
  408   79.8%   79.8%   16.9%   16.4%
  407   79.8%   79.8%   17.0%   16.4%
  406   79.8%   79.8%   17.0%   16.4%
  405   79.8%   79.8%   17.0%   16.5%
  404   79.8%   79.8%   17.1%   16.5%
  403   79.8%   79.8%   17.2%   16.6%
  402   79.8%   79.8%   17.2%   16.7%
  401   79.8%   79.8%   17.3%   16.7%
  400   79.8%   79.8%   17.4%   16.9%
  399   79.8%   79.8%   17.5%   16.9%
  398   79.8%   79.8%   17.6%   17.0%
  397   79.8%   79.8%   17.8%   17.2%
  396   79.8%   79.8%   17.9%   17.3%
  395   79.8%   79.8%   18.3%   17.7%
  394   79.8%   79.8%   18.5%   17.9%
  393   79.8%   79.8%   18.9%   18.2%
  392   79.8%   79.8%   19.2%   18.6%
  391   79.8%   79.8%   19.5%   18.9%
  390   79.8%   79.8%   19.8%   19.1%
  389   79.8%   79.8%   19.8%   19.2%
  388   79.8%   79.8%   19.9%   19.2%
  387   79.8%   79.8%   19.9%   19.2%
  386   79.8%   79.8%   19.9%   19.2%
  385   79.8%   79.8%   19.9%   19.2%
  384   79.8%   79.8%   20.0%   19.3%
  383   79.8%   79.8%   20.0%   19.3%
  382   79.8%   79.8%   20.1%   19.4%
  381   79.8%   79.8%   20.1%   19.4%
  380   79.8%   79.8%   20.2%   19.5%
  379   79.8%   79.8%   20.9%   20.2%
  378   79.8%   79.8%   20.9%   20.2%
  377   79.8%   79.8%   21.0%   20.3%
  376   79.8%   79.8%   21.1%   20.4%
  375   79.8%   79.8%   21.3%   20.5%
  374   79.8%   79.8%   21.4%   20.6%
